Title,Date,Severity,Summary,Link
TensorFlow has null dereference on ParallelConcat with XLA,2023-03-24T21:54:04Z,High,"CVE-2023-25676was published
                        fortensorflow(pip)Mar 24, 2023",https://github.com/advisories/GHSA-6wfh-89q8-44jq
TensorFlow has double free in Fractional(Max/Avg)Pool,2023-03-24T21:53:49Z,High,"CVE-2023-25801was published
                        fortensorflow(pip)Mar 24, 2023",https://github.com/advisories/GHSA-f49c-87jh-g47q
TensorFlow has Floating Point Exception in TFLite in conv kernel,2023-03-24T21:53:39Z,High,"CVE-2023-27579was published
                        fortensorflow(pip)Mar 24, 2023",https://github.com/advisories/GHSA-5w96-866f-6rm8
TensorFlow vulnerable to Out-of-Bounds Read in GRUBlockCellGrad,2023-03-24T21:53:25Z,High,"CVE-2023-25658was published
                        fortensorflow(pip)Mar 24, 2023",https://github.com/advisories/GHSA-68v3-g9cm-rmm6
Moodle may allow students to bypass sequential navigation during a quiz attempt,2023-03-24T21:30:49Z,Moderate,"CVE-2022-40208was published
                        formoodle/moodle(Composer)Mar 24, 2023",https://github.com/advisories/GHSA-948f-j464-rfj2
OpenShift Assisted Installer leaks image pull secrets as plaintext in installation logs,2023-03-24T21:30:48Z,Moderate,"CVE-2021-3684was published
                        forgithub.com/openshift/assisted-installer(Go)Mar 24, 2023",https://github.com/advisories/GHSA-g8xm-p2h4-v6jp
Deno improperly handles resizable ArrayBuffer,2023-03-23T23:13:25Z,Critical,"CVE-2023-28445was published
                        forDeno(Rust)Mar 23, 2023",https://github.com/advisories/GHSA-c25x-cm9x-qqgx
Spring Vault vulnerable to insertion of sensitive information into a log file,2023-03-23T21:30:19Z,Moderate,"CVE-2023-20859was published
                        fororg.springframework.vault:spring-vault-core(Maven)Mar 23, 2023",https://github.com/advisories/GHSA-r47r-87p9-8jh3
Spring Framework vulnerable to denial of service via specially crafted SpEL expression,2023-03-23T21:30:19Z,Moderate,"CVE-2023-20861was published
                        fororg.springframework:spring-core(Maven)Mar 23, 2023",https://github.com/advisories/GHSA-564r-hj7v-mcr5
tripleo-ansible may disclose important configuration details from an OpenStack deployment,2023-03-23T21:30:19Z,Moderate,"CVE-2022-3146was published
                        fortripleo-ansible(pip)Mar 23, 2023",https://github.com/advisories/GHSA-w4x6-6w3r-9h2m
tripleo-ansible may disclose important configuration details from an OpenStack deployment,2023-03-23T21:30:19Z,Moderate,"CVE-2022-3101was published
                        fortripleo-ansible(pip)Mar 23, 2023",https://github.com/advisories/GHSA-7x96-2w32-w3gw
Moodle may display roles to users who don't have access to them,2023-03-23T21:30:19Z,Moderate,"CVE-2023-1402was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-vj5p-fp42-774p
NotrinosERP vulnerable to SQL Injection,2023-03-23T21:30:19Z,High,"CVE-2023-24788was published
                        fornotrinos/notrinos-erp(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-4pqp-69m3-f8pp
Moodle may allow authenticated users to enumerate other user's names via learning plans page,2023-03-23T21:30:18Z,Moderate,"CVE-2023-28334was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-hh52-g5c4-wprh
Moodle vulnerable to Cross-site Request Forgery,2023-03-23T21:30:18Z,High,"CVE-2023-28335was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-wxmq-v9gx-75pg
Moodle vulnerable to Cross-site Scripting when algebra filter enabled but not functional,2023-03-23T21:30:18Z,Moderate,"CVE-2023-28332was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-9f45-9qrw-pp4v
Moodle vulnerable to Cross-site Scripting,2023-03-23T21:30:18Z,Moderate,"CVE-2023-28331was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-77jm-f3vj-xvx2
Moodle arbitrary file read vulnerability,2023-03-23T21:30:18Z,Moderate,"CVE-2023-28330was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-56r9-72vx-q989
Moodle SQL Injection vulnerability,2023-03-23T21:30:18Z,High,"CVE-2023-28329was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-72w2-j52c-7682
Moodle's Mustache pix helper contained a potential Mustache injection risk if combined with user input,2023-03-23T21:30:18Z,Critical,"CVE-2023-28333was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-q2x3-2f9g-h559
Moodle may allow teachers to access the names of users they could not otherwise access,2023-03-23T21:30:17Z,Moderate,"CVE-2023-28336was published
                        formoodle/moodle(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-prjm-2fj2-787f
json-smart Uncontrolled Recursion vulnerabilty,2023-03-23T20:32:03Z,High,"CVE-2023-1370was published
                        fornet.minidev:json-smart(Maven)Mar 23, 2023",https://github.com/advisories/GHSA-493p-pfq6-5258
Grafana Stored Cross-site Scripting in Graphite FunctionDescription tooltip,2023-03-23T20:10:47Z,Moderate,"CVE-2023-1410was published
                        forgithub.com/grafana/grafana(Go)Mar 23, 2023",https://github.com/advisories/GHSA-qrrg-gw7w-vp76
baserCMS allows any file to be uploaded,2023-03-23T20:00:10Z,Critical,"CVE-2023-25655was published
                        forbaserproject/basercms(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-mfvg-qwcw-qvc8
baserCMS File Uploader Remote Code Execution (RCE) vulnerability,2023-03-23T20:00:08Z,Critical,"CVE-2023-25654was published
                        forbaserproject/basercms(Composer)Mar 23, 2023",https://github.com/advisories/GHSA-h4cc-fxpp-pgw9
Non-interactive Tailscale SSH sessions on FreeBSD may use the effective group ID of the tailscaled process,2023-03-23T19:58:23Z,Moderate,"CVE-2023-28436was published
                        fortailscale.com(Go)Mar 23, 2023",https://github.com/advisories/GHSA-vfgq-g5x8-g595
Argo CD authenticated but unauthorized users may enumerate Application names via the API,2023-03-23T19:49:11Z,Moderate,"CVE-2022-41354was published
                        forgithub.com/argoproj/argo-cd(Go)Mar 23, 2023",https://github.com/advisories/GHSA-2q5c-qw9c-fmvq
directus vulnerable to Insertion of Sensitive Information into Log File,2023-03-23T19:47:12Z,Moderate,"CVE-2023-28443was published
                        fordirectus(npm)Mar 23, 2023",https://github.com/advisories/GHSA-8vg2-wf3q-mwv7
Hippo4j privilege escalation issue,2023-03-23T18:30:18Z,High,"CVE-2023-27094was published
                        forcn.hippo4j:hippo4j-all(Maven)Mar 23, 2023",https://github.com/advisories/GHSA-fvx4-8h2x-gm9q
Duplicate Advisory: Grafana Stored Cross-site Scripting vulnerability,2023-03-23T09:30:25Z,Moderate,"GHSA-3cgw-hfw7-wc7jwas published
                        forgithub.com/grafana/grafana(Go)Mar 23, 2023•withdrawn",https://github.com/advisories/GHSA-3cgw-hfw7-wc7j
code-server vulnerable to Missing Origin Validation in WebSockets,2023-03-23T06:30:15Z,Critical,"CVE-2023-26114was published
                        forcode-server(npm)Mar 23, 2023",https://github.com/advisories/GHSA-frjg-g767-7363
`rmp-serde` `Raw` and `RawRef` may crash when receiving invalid UTF-8,2023-03-22T22:21:49Z,Moderate,"GHSA-255r-3prx-mf99was published
                        forrmp-serde(Rust)Mar 22, 2023",https://github.com/advisories/GHSA-255r-3prx-mf99
OpenNMS Meridian and Horizon vulnerable to Cross-Site Request Forgery,2023-03-22T21:30:17Z,Moderate,"CVE-2023-0870was published
                        fororg.opennms:opennms-webapp(Maven)Mar 22, 2023",https://github.com/advisories/GHSA-jxr6-7qg5-8wv6
Gophish vulnerable to Denial of Service via crafted payload involving autofocus,2023-03-22T21:30:16Z,High,"CVE-2022-45003was published
                        forgithub.com/gophish/gophish(Go)Mar 22, 2023",https://github.com/advisories/GHSA-8gg8-wr4j-v2wr
Gophish vulnerable to Cross-site Scripting via crafted landing page,2023-03-22T21:30:16Z,Moderate,"CVE-2022-45004was published
                        forgithub.com/gophish/gophish(Go)Mar 22, 2023",https://github.com/advisories/GHSA-55m9-hm92-xm8j
crewjam/saml vulnerable to Denial Of Service Via Deflate Decompression Bomb,2023-03-22T21:23:25Z,High,"CVE-2023-28119was published
                        forgithub.com/crewjam/saml(Go)Mar 22, 2023",https://github.com/advisories/GHSA-5mqj-xc49-246p
Pimcore vulnerable to improper quoting of filters in Custom Reports,2023-03-22T21:23:16Z,Moderate,"CVE-2023-28438was published
                        forpimcore/pimcore(Composer)Mar 22, 2023",https://github.com/advisories/GHSA-vf7q-g2pv-jxvx
Pimcore Remote Code Execution vulnerability in Search function,2023-03-22T18:36:47Z,Moderate,"CVE-2023-1578was published
                        forpimcore/pimcore(Composer)Mar 22, 2023",https://github.com/advisories/GHSA-42c3-wvww-gcqj
Apache Tomcat vulnerable to Unprotected Transport of Credentials,2023-03-22T12:30:16Z,Moderate,"CVE-2023-28708was published
                        fororg.apache.tomcat:tomcat-catalina(Maven)Mar 22, 2023",https://github.com/advisories/GHSA-2c9m-w27f-53rm
Jettison vulnerable to infinite recursion,2023-03-22T06:30:21Z,High,"CVE-2023-1436was published
                        fororg.codehaus.jettison:jettison(Maven)Mar 22, 2023",https://github.com/advisories/GHSA-q6g2-g7f3-rr83
dio vulnerable to CRLF injection with HTTP method string,2023-03-21T22:41:11Z,High,"CVE-2021-31402was published
                        fordio(Pub)Mar 21, 2023",https://github.com/advisories/GHSA-9324-jv53-9cc8
cloudflared's Installer has Local Privilege Escalation Vulnerability,2023-03-21T22:32:50Z,High,"CVE-2023-1314was published
                        forgithub.com/cloudflare/cloudflared(Go)Mar 21, 2023",https://github.com/advisories/GHSA-7mjv-x3jf-545x
Frontier's modexp precompile is slow for even modulus,2023-03-21T22:31:30Z,High,"CVE-2023-28431was published
                        forfrontier(Rust)Mar 21, 2023",https://github.com/advisories/GHSA-fcmm-54jp-7vf6
Sentry SDK leaks sensitive session information when `sendDefaultPII` is set to `True`,2023-03-21T22:31:19Z,High,"CVE-2023-28117was published
                        forsentry-sdk(pip)Mar 21, 2023",https://github.com/advisories/GHSA-29pr-6jr8-q5jm
`cilium-cli` disables etcd authorization for clustermesh clusters,2023-03-21T22:30:43Z,Moderate,"CVE-2023-28114was published
                        forgithub.com/cilium/cilium-cli(Go)Mar 21, 2023",https://github.com/advisories/GHSA-6f27-3p6c-p5jc
Xuxueli xxl-job allows attacker to obtain sensitive information via the pageList parameter,2023-03-21T21:30:19Z,High,"CVE-2023-27087was published
                        forcom.xuxueli:xxl-job(Maven)Mar 21, 2023",https://github.com/advisories/GHSA-jhjm-5xjg-mpqp
weixin-python XML External Entity vulnerability,2023-03-21T18:30:19Z,Critical,"CVE-2018-25082was published
                        forweixin-python(pip)Mar 21, 2023",https://github.com/advisories/GHSA-h384-ph77-3699
Teampass SQL Injection vulnerability,2023-03-21T12:30:15Z,High,"CVE-2023-1545was published
                        fornilsteampassnet/teampass(Composer)Mar 21, 2023",https://github.com/advisories/GHSA-ppxm-q2h4-v7mm
Answer vulnerable to Business Logic Errors,2023-03-21T06:30:17Z,Low,"CVE-2023-1541was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-h2wg-83fc-xvm9
Answer has Guessable CAPTCHA,2023-03-21T06:30:17Z,Moderate,"CVE-2023-1539was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-g44v-6qfm-f6ch
Answer has Observable Response Discrepancy,2023-03-21T06:30:17Z,Moderate,"CVE-2023-1540was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-6x5v-cxpp-pc5x
Answer vulnerable to Stored Cross-site Scripting,2023-03-21T06:30:17Z,Moderate,"CVE-2023-1535was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-83qr-c7m9-wmgw
Answer vulnerable to Stored Cross-site Scripting,2023-03-21T06:30:17Z,Moderate,"CVE-2023-1536was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-xvfj-84vc-hrmf
Answer vulnerable to Authentication Bypass by Capture-replay,2023-03-21T06:30:17Z,Critical,"CVE-2023-1537was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-hwj7-frgj-7829
Answer has Observable Timing Discrepancy,2023-03-21T06:30:17Z,Moderate,"CVE-2023-1538was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-rvjp-8qj4-8p29
Answer vulnerable to Business Logic Errors,2023-03-21T06:30:17Z,Moderate,"CVE-2023-1542was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-r95w-7cpx-h5mx
Answer vulnerable to Insufficient Session Expiration,2023-03-21T06:30:16Z,High,"CVE-2023-1543was published
                        forgithub.com/answerdev/answer(Go)Mar 21, 2023",https://github.com/advisories/GHSA-79hx-g43v-xfmr
CairoSVG improperly processes SVG files loaded from external resources,2023-03-20T21:27:15Z,Critical,"CVE-2023-27586was published
                        forCairoSVG(pip)Mar 20, 2023",https://github.com/advisories/GHSA-rwmf-w63j-p7gv
kaml has potential denial of service while parsing input with anchors and aliases,2023-03-20T21:26:59Z,High,"CVE-2023-28118was published
                        forcom.charleskorn.kaml:kaml(Maven)Mar 20, 2023",https://github.com/advisories/GHSA-c24f-2j3g-rg48
NULL pointer derefernce in `stb_image`,2023-03-20T21:11:58Z,Moderate,"GHSA-ppjr-267j-5p9xwas published
                        forstb_image(Rust)Mar 20, 2023",https://github.com/advisories/GHSA-ppjr-267j-5p9x
svg-sanitizer has Cross-site Scripting Bypass,2023-03-20T20:44:30Z,Moderate,"CVE-2023-28426was published
                        forenshrined/svg-sanitize(Composer)Mar 20, 2023•withdrawn",https://github.com/advisories/GHSA-xrqq-wqh4-5hg2
Pimcore has Cross-site Scripting vulnerability in DataObject tooltip field,2023-03-20T17:18:37Z,Moderate,"CVE-2023-28429was published
                        forpimcore/pimcore(Composer)Mar 20, 2023",https://github.com/advisories/GHSA-rcg9-hrhx-6q69
Pimcore vulnerable to Cross-site Scripting (XSS) in Redirects,2023-03-20T17:18:33Z,Moderate,"CVE-2023-1515was published
                        forpimcore/pimcore(Composer)Mar 20, 2023",https://github.com/advisories/GHSA-66cm-c7ch-5j8q
Pimcore has Cross site Scripting vulnerability in Schedule tab of Documents,2023-03-20T17:18:25Z,Moderate,"CVE-2023-1517was published
                        forpimcore/pimcore(Composer)Mar 20, 2023",https://github.com/advisories/GHSA-42x8-2v53-pqmj
Apache Sling Resource Merger has Excessive Iteration vulnerability,2023-03-20T15:30:20Z,High,"CVE-2023-26513was published
                        fororg.apache.sling:org.apache.sling.resourcemerger(Maven)Mar 20, 2023",https://github.com/advisories/GHSA-rwrx-x2hw-9h5w
imgproxy Cross-site Scripting vulnerability,2023-03-19T18:30:24Z,Moderate,"CVE-2023-1496was published
                        forgithub.com/imgproxy/imgproxy/v3(Go)Mar 19, 2023",https://github.com/advisories/GHSA-ch9g-x9j7-rcgp
jackson-databind possible Denial of Service if using JDK serialization to serialize JsonNode,2023-03-19T00:30:25Z,High,"CVE-2021-46877was published
                        forcom.fasterxml.jackson.core:jackson-databind(Maven)Mar 19, 2023",https://github.com/advisories/GHSA-3x8x-79m2-3w2w
Ansible Semaphore mishandles authentication,2023-03-18T21:30:23Z,Critical,"CVE-2023-28609was published
                        forgithub.com/ansible-semaphore/semaphore(Go)Mar 18, 2023",https://github.com/advisories/GHSA-pmhg-cmjc-3875
Collection.js vulnerable to Prototype Pollution,2023-03-18T06:30:15Z,High,"CVE-2023-26113was published
                        forcollection.js(npm)Mar 18, 2023",https://github.com/advisories/GHSA-47pj-q2vm-46xc
PHAR deserialization allowing remote code execution,2023-03-17T18:24:24Z,Critical,"CVE-2023-28115was published
                        forknplabs/knp-snappy(Composer)Mar 17, 2023",https://github.com/advisories/GHSA-gq6w-q6wh-jggc
Cilium eBPF filters may be temporarily removed during agent restart,2023-03-17T18:22:57Z,Moderate,"CVE-2023-27595was published
                        forgithub.com/cilium/cilium(Go)Mar 17, 2023",https://github.com/advisories/GHSA-r5x6-w42p-jhpp
Potential network policy bypass when routing IPv6 traffic,2023-03-17T18:22:19Z,Moderate,"CVE-2023-27594was published
                        forgithub.com/cilium/cilium(Go)Mar 17, 2023",https://github.com/advisories/GHSA-8fg8-jh2h-f2hc
cilium-agent container can access the host via `hostPath` mount,2023-03-17T18:20:46Z,Moderate,"CVE-2023-27593was published
                        forgithub.com/cilium/cilium(Go)Mar 17, 2023",https://github.com/advisories/GHSA-4hc4-pgfx-3mrx
"Improper quoting of columns when calling methods ""getByUuid"" & ""exists"" on UUID Model",2023-03-17T14:44:05Z,High,"CVE-2023-28108was published
                        forpimcore/pimcore(Composer)Mar 17, 2023",https://github.com/advisories/GHSA-xc9p-r5qj-8xm9
Cross-site Scripting (XSS) in UrlSlug Data type,2023-03-17T14:43:35Z,Moderate,"CVE-2023-28106was published
                        forpimcore/pimcore(Composer)Mar 17, 2023",https://github.com/advisories/GHSA-x5j3-mq9g-8jc8
Authorization Bypass Through User-Controlled Key play-with-docker,2023-03-17T14:43:12Z,Moderate,"CVE-2023-28109was published
                        forgithub.com/play-with-docker/play-with-docker(Go)Mar 17, 2023",https://github.com/advisories/GHSA-vq59-5x26-h639
Streamlit publishes previously-patched Cross-site Scripting vulnerability,2023-03-17T14:43:03Z,Moderate,"CVE-2023-27494was published
                        forstreamlit(pip)Mar 17, 2023",https://github.com/advisories/GHSA-9c6g-qpgj-rvxw
russh may use insecure Diffie-Hellman keys,2023-03-17T14:42:45Z,Moderate,"CVE-2023-28113was published
                        forrussh(Rust)Mar 17, 2023",https://github.com/advisories/GHSA-cqvm-j2r2-hwpg
Improper Authorization in nilsteampassnet/teampass,2023-03-17T12:30:40Z,Moderate,"CVE-2023-1463was published
                        fornilsteampassnet/teampass(Composer)Mar 17, 2023",https://github.com/advisories/GHSA-86jq-pwgx-6vrq
jeecg-boot SQL Injection vulnerability,2023-03-17T09:30:19Z,Critical,"CVE-2023-1454was published
                        fororg.jeecgframework.boot:jeecg-boot-common(Maven)Mar 17, 2023",https://github.com/advisories/GHSA-j72f-4hgp-3mwc
Reflective Cross-site Scripting Vulnerability in twitter-bootstrap-rails,2023-03-16T18:35:11Z,Moderate,"CVE-2014-4920was published
                        fortwitter-bootstrap-rails(RubyGems)Mar 16, 2023",https://github.com/advisories/GHSA-vpqv-mqvc-pcx2
Reflected XSS in Application Logger module,2023-03-16T18:34:46Z,Moderate,"GHSA-2xpm-cmvw-3jccwas published
                        forpimcore/pimcore(Composer)Mar 16, 2023",https://github.com/advisories/GHSA-2xpm-cmvw-3jcc
Cross-site Scripting (XSS) in Document Types,2023-03-16T18:34:20Z,Moderate,"CVE-2023-1429was published
                        forpimcore/pimcore(Composer)Mar 16, 2023",https://github.com/advisories/GHSA-3223-w774-99fq
Cross-site Scripting (XSS) - stored in Print Documents,2023-03-16T18:33:28Z,Moderate,"GHSA-rrwm-8wqm-gwgvwas published
                        forpimcore/pimcore(Composer)Mar 16, 2023",https://github.com/advisories/GHSA-rrwm-8wqm-gwgv
Go-huge-util vulnerable to path traversal when unzipping files,2023-03-16T18:32:38Z,High,"CVE-2023-28105was published
                        forgithub.com/dablelv/go-huge-util/zip(Go)Mar 16, 2023",https://github.com/advisories/GHSA-5g39-ppwg-6xx8
DDOS attack on graphql endpoints,2023-03-16T17:22:17Z,High,"CVE-2023-28104was published
                        forsilverstripe/graphql(Composer)Mar 16, 2023",https://github.com/advisories/GHSA-67g8-c724-8mp3
Authelia allows open redirects on the logout endpoint,2023-03-16T16:04:56Z,Moderate,"CVE-2021-29456was published
                        forgithub.com/authelia/authelia/v4(Go)Mar 16, 2023",https://github.com/advisories/GHSA-36f2-fcrx-fp4j
"On a compromised node, the virt-handler service account can be used to modify all node specs",2023-03-16T16:04:42Z,High,"CVE-2023-26484was published
                        forkubevirt.io/kubevirt(Go)Mar 16, 2023",https://github.com/advisories/GHSA-cp96-jpmq-xrr2
Server-Side Request Forgery in Request,2023-03-16T15:30:19Z,Moderate,"CVE-2023-28155was published
                        for@cypress/request(npm)Mar 16, 2023",https://github.com/advisories/GHSA-p8p7-x288-28g6
Exposure of Sensitive Information in OpenGoofy Hippo4j,2023-03-16T03:30:16Z,Moderate,"CVE-2023-27095was published
                        forcn.hippo4j:hippo4j-core(Maven)Mar 16, 2023",https://github.com/advisories/GHSA-xg89-vvwp-9c27
Possible Denial of Service Vulnerability in Rack’s header parsing,2023-03-15T21:36:02Z,Low,"CVE-2023-27539was published
                        forrack(RubyGems)Mar 15, 2023",https://github.com/advisories/GHSA-c6qg-cjj8-47qp
Possible XSS Security Vulnerability in SafeBuffer#bytesplice,2023-03-15T21:36:01Z,Moderate,"CVE-2023-28120was published
                        foractivesupport(RubyGems)Mar 15, 2023",https://github.com/advisories/GHSA-pj73-v5mw-pm9j
Arbitrary local file read vulnerability during template rendering,2023-03-15T21:30:25Z,High,"CVE-2023-25345was published
                        forswig(npm)Mar 15, 2023",https://github.com/advisories/GHSA-2rq5-699j-x7p6
Improper Input Validation In Eclipse BIRT,2023-03-15T15:30:22Z,High,"CVE-2023-0100was published
                        fororg.eclipse.birt:org.eclipse.birt.report.viewer(Maven)Mar 15, 2023",https://github.com/advisories/GHSA-4grc-q4fj-45p8
Sensitive Information in Error Messages in Apache Airflow,2023-03-15T12:30:19Z,Moderate,"CVE-2023-25695was published
                        forapache-airflow(pip)Mar 15, 2023",https://github.com/advisories/GHSA-h6g5-wqqr-3mw3
Panic leading to denial of service,2023-03-14T23:01:50Z,High,"CVE-2023-24535was published
                        forgoogle.golang.org/protobuf(Go)Mar 14, 2023",https://github.com/advisories/GHSA-hw7c-3rfg-p46j
Full authentication bypass if SASL authorization username is specified,2023-03-14T18:03:22Z,Critical,"CVE-2023-27582was published
                        forgithub.com/foxcpp/maddy(Go)Mar 14, 2023",https://github.com/advisories/GHSA-4g76-w3xw-2x6w
Nomad Job Submitter Privilege Escalation Using Workload Identity,2023-03-14T15:30:17Z,High,"CVE-2023-1299was published
                        forgithub.com/hashicorp/nomad(Go)Mar 14, 2023",https://github.com/advisories/GHSA-rqm8-q8j9-662f
ONOS vulnerable to reflected cross-site scripting,2023-03-14T03:30:18Z,Moderate,"CVE-2023-24279was published
                        fororg.onosproject:onos-archetypes(Maven)Mar 14, 2023",https://github.com/advisories/GHSA-3xmp-jwrr-8f4r
fieldpath's Paved.SetValue allows growing arrays up to arbitrary sizes in crossplane-runtime,2023-03-13T20:53:50Z,Moderate,"CVE-2023-27483was published
                        forgithub.com/crossplane/crossplane-runtime(Go)Mar 13, 2023",https://github.com/advisories/GHSA-vfvj-3m3g-m532
"Missing proper state, nonce and PKCE checks for OAuth authentication",2023-03-13T20:52:50Z,High,"CVE-2023-27490was published
                        fornext-auth(npm)Mar 13, 2023",https://github.com/advisories/GHSA-7r7x-4c4q-c4qf
Path Traversal Vulnerability in `LESS` Parser allows reading of sensitive server files,2023-03-13T20:52:11Z,Moderate,"CVE-2023-27577was published
                        forflarum/core(Composer)Mar 13, 2023",https://github.com/advisories/GHSA-vhm8-wwrf-3gcw
Possible CSRF token fixation,2023-03-13T20:51:32Z,Moderate,"CVE-2023-25170was published
                        forprestashop/prestashop(Composer)Mar 13, 2023",https://github.com/advisories/GHSA-3g43-x7qr-96ph
Password Shucking Vulnerability,2023-03-13T20:51:07Z,Moderate,"CVE-2023-27580was published
                        forcodeigniter4/shield(Composer)Mar 13, 2023",https://github.com/advisories/GHSA-c5vj-f36q-p9vg
`out_reference::Out::from_raw` should be `unsafe`,2023-03-13T20:49:24Z,Moderate,"GHSA-p7mj-xvxg-grffwas published
                        forout-reference(Rust)Mar 13, 2023",https://github.com/advisories/GHSA-p7mj-xvxg-grff
github-slug-action vulnerable to arbitrary code execution,2023-03-13T20:43:33Z,High,"CVE-2023-27581was published
                        forrlespinasse/github-slug-action(GitHub Actions)Mar 13, 2023",https://github.com/advisories/GHSA-6q4m-7476-932w
sqlite vulnerable to code execution due to Object coercion,2023-03-13T20:00:52Z,High,"CVE-2022-43441was published
                        forsqlite3(npm)Mar 13, 2023",https://github.com/advisories/GHSA-jqv5-7xpx-qj74
Code Injection in alextselegidis/easyappointments,2023-03-13T09:30:39Z,High,"CVE-2023-1367was published
                        foralextselegidis/easyappointments(Composer)Mar 13, 2023",https://github.com/advisories/GHSA-9qvw-fhj2-xqmv
Cross-realm object access in Webpack 5,2023-03-13T03:30:15Z,High,"CVE-2023-28154was published
                        forwebpack(npm)Mar 13, 2023",https://github.com/advisories/GHSA-hc6q-2mpp-qw7j
Timing attack in eZ Platform Ibexa,2023-03-12T06:30:21Z,Low,"CVE-2022-48366was published
                        forezsystems/ezplatform-kernel(Composer)Mar 12, 2023",https://github.com/advisories/GHSA-66m4-gc8h-hpjx
Company admin role gives excessive privileges in eZ Platform Ibexa,2023-03-12T06:30:21Z,High,"CVE-2022-48365was published
                        forezsystems/ezplatform-kernel(Composer)Mar 12, 2023",https://github.com/advisories/GHSA-qq2j-9pf8-g58c
Cross Site Scripting in eZ Platform Ibexa Kernel,2023-03-12T06:30:21Z,Moderate,"CVE-2021-46875was published
                        forezsystems/ezplatform-kernel(Composer)Mar 12, 2023",https://github.com/advisories/GHSA-c737-jhwr-fqxj
User account enumeration in eZ Publish Ibexa Kernel,2023-03-12T06:30:21Z,Moderate,"CVE-2021-46876was published
                        forezsystems/ezpublish-kernel(Composer)Mar 12, 2023",https://github.com/advisories/GHSA-89p3-9j8c-fqh4
Access control issue in ezsystems/ezpublish-kernel,2023-03-12T06:30:21Z,Critical,"CVE-2022-48367was published
                        forezsystems/ezpublish-kernel(Composer)Mar 12, 2023",https://github.com/advisories/GHSA-h5v2-wrhp-5v35
Crossplane-runtime contains Improper Input Validation via Compositions,2023-03-10T23:47:53Z,Moderate,"CVE-2023-27484was published
                        forgithub.com/crossplane/crossplane(Go)Mar 10, 2023",https://github.com/advisories/GHSA-v829-x6hh-cqfq
HL7 FHIR Partial Path Zip Slip due to bypass of CVE-2023-24057,2023-03-10T22:15:55Z,Critical,"CVE-2023-28465was published
                        forca.uhn.hapi.fhir:org.hl7.fhir.convertors(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-9654-pr4f-gh6m
Incorrect Permission Preservation in Jenkins Core,2023-03-10T21:30:19Z,Moderate,"CVE-2023-27902was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-cj6r-8pxj-5jv6
Information disclosure through error stack traces related to agents,2023-03-10T21:30:19Z,Low,"CVE-2023-27904was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-rrgp-c2w8-6vg6
Incorrect Authorization in Jenkins Core,2023-03-10T21:30:19Z,Low,"CVE-2023-27903was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-584m-7r4m-8j6v
Denial of service in Jenkins Core,2023-03-10T21:30:19Z,Moderate,"CVE-2023-27900was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-frgr-c5f2-8qhh
Incorrect Authorization in Jenkins Core,2023-03-10T21:30:19Z,High,"CVE-2023-27899was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-hf9h-vv4m-2f33
Cross site scripting vulnerability in update-center2,2023-03-10T21:30:19Z,Moderate,"CVE-2023-27905was published
                        fororg.jenkins-ci:update-center2(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-pqg3-xfx2-fmqp
